Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
395,2022-12-03,Federal Agency (retired),Chris Servheen retired in 2016 from 35 years as the IGBC’s grizzly bear recovery coordinator,Lodge proposal puts spotlight on lodging in grizzly habitat,Executive,Executive,Human_wildlife_conflict,We’re seeing interest in the Public land managers to develop Public lands and bring more people into the Public land Servheen said. He explained that more human activity in prime grizzly habitat would be bad for bears.There is published literature on the effects of human recreation on wildlife he said. Most animals avoid people not only for motorized trails but for non-motorized trails. And if you put more people into bear habitat you’re going to get more avoidance. Putting more people into bear habitat does displace bears.,2022,Recent
402,2022-12-04,Federal Agency,Frank van Manen a research biologist for the Interagency Grizzly Bear Study Team (US geological survey),Living with grizzlies as neighbors,Executive,Executive,Human_wildlife_conflict,There was a fatality in 1986 he said Followed by a 25-year period with no fatal incidents and then several years with multiple incidents.,2022,Recent
406,2017-12-14,Federal Agency,Still Hilary Cooley the Grizzly Bear Recovery coordinator for the U.S. Fish and Wildlife Service,Grizzly bears expected to return to the Bitterroots eventually,Executive,Executive,Law_detailed,noted that the Bitterroot ecosystem is one of five recovery zones for grizzlies. While there’s no plans for them to be reintroduced Cooley also expects them to return on their own.,2017,During II
406,2017-12-14,Federal Agency,Still Hilary Cooley the Grizzly Bear Recovery coordinator for the U.S. Fish and Wildlife Service,Grizzly bears expected to return to the Bitterroots eventually,Executive,Executive,Recovery_goals,Our intention was to try to recover bears there and we still intend to do that she said. But it will likely take a long long time for them to establish a breeding core population.,2017,During II
407,2017-12-14,Federal Agency,Dave Lockman a wildlife biologist with the Bitterroot National Forest.,Grizzly bears expected to return to the Bitterroots eventually,Executive,Executive,Law_detailed,Lockman added that in September the USFWS added grizzlies to their list of threatened endangered and candidate wildlife species that may occur on the Bitterroot National Forest.USFWS limited the area of potential grizzly occurrence in the Bitterroot to east of Highway 93 at this point Lockman wrote in an email. That doesn’t mean that they actually occur here currently but recognizes that the potential for grizzlies to occur here has increased based on the number of sightings of grizzlies in other areas outside their known distribution. The addition of grizzlies to our list means that we now have to analyze potential effects to grizzlies in our project NEPA documents for projects east of 93.,2017,During II
419,2017-06-23,Federal Agency,Hilary Cooley grizzly bear recovery coordinator with the U.S. Fish and Wildlife Service,Conservationists and tribes denounce U.S. plan to remove Yellowstone grizzly bears from endangered species list,Executive,Executive,Recovery_goals,She said that in 1975 the grizzly population numbered about 130 - having being hunted and killed with relative impunity for decades prior. The restrictions and protections put in place by the Endangered Species Act allowed the bear population - which reproduces at a relatively slow rate - to climb steadily over the decades.Now with the population more than five times what it was 42 years ago the Fish and Wildlife Service has met recovery criteria Cooley said. Biologists with the agency believe they have given the bears a path forward for sustainability.,2017,During II
428,2018-08-28,Federal Agency,David Mattson U.S. Geological Survey,Grizzly fans rally in Missoula ahead of court date challenging removal of bears from endangered list,Executive,Executive,State_of_science,Mattson said the Fish and Wildlife Service has ignored major changes in grizzly country since it developed a strategy for keeping bear populations healthy in 2016.That recovery plan that dictated the terms hasn’t been revised since 1993 Mattson said. You could make a book of relevant science that’s appeared since 1992.,2018,During II
428,2018-08-28,Federal Agency,David Mattson U.S. Geological Survey,Grizzly fans rally in Missoula ahead of court date challenging removal of bears from endangered list,Executive,Executive,Recovery_goals,In particular Mattson argued that grizzly populations in the Greater Yellowstone Ecosystem have gone from rising to flat with no increases in population in the past 15 years. At the same time the area has recorded increased numbers of grizzlies killed in human conflicts particularly over livestock or hunting carcasses.,2018,During II
430,2000-05-30,Federal Agency,Christopher Servheen grizzly bear recovery coordinator for the Fish and Wildlife Service,Opponents Fear Bear Attacks; Advocates Fear for the Bears,Executive,Executive,Human_wildlife_conflict,We know enough about the biology of bears to manage them Dr. Servheen said. The limiting factor is the behavior of people. We have to strike a balance between the needs of bears and the needs of people. Finding that balance is the task of the citizen management committee appointed by the secretary of the interior and made up of local people from Montana and Idaho the Nez Perce tribe the National Forest Service and the Fish and Wildlife Service.,2000,Before
438,2016-07-17,Federal Agency,Wayne Kasworm acting grizzly bear recovery director of the U.S. Fish and Wildlife Service,Back from the brink,Executive,Executive,Recovery_goals,The updated demographic information is based on monitoring of 293 radio-collared grizzly bears between 2004 and 2014 and its release comes during a record year for grizzly bear dispersal onto farms and ranches east of the Rocky Mountain Front.We do consider the bears are recovered there said Wayne Kasworm acting grizzly bear recovery director of the U.S. Fish and Wildlife Service of the NCDE population.,2016,After I
440,2005-11-16,Federal Agency,Gale Norton US Interior Secretary,Some grizzlies no longer threatened ; Environmentalists disagree whether its too soon to take bears off the endangered list.: [ALL Edition],Executive,Executive,Recovery_goals,What US Interior Secretary Gale Norton calls an extraordinary accomplishment is the result of a lengthy and sometime contentious collaboration of federal and state agencies Indian tribes ranchers and developers and environmental groups.,2005,Before
444,2022-11-26,Federal Agency,USFWS,Idaho lawmakers renew call to delist grizzly bears,Executive,Executive,Recovery_goals,As grizzly bear populations continue to meet and exceed recovery targets human-bear interactions will also increase the members of Congress wrote requesting that the Fish and Wildlife Service dedicate more resources to grizzly management in Idaho.,2022,Recent
444,2022-11-26,Federal Agency,USFWS,Idaho lawmakers renew call to delist grizzly bears,Executive,Executive,Human_wildlife_conflict,As grizzly bear populations continue to meet and exceed recovery targets human-bear interactions will also increase the members of Congress wrote requesting that the Fish and Wildlife Service dedicate more resources to grizzly management in Idaho.,2022,Recent
447,2019-06-14,Federal Agency,Fish and Wildlife Service grizzly recovery coordinator Hilary Cooley,Ranchers work up tactics to deal with grizzlies,Executive,Executive,Law_detailed,Delisting is not the only answer. We don’t need to recover a species throughout its historic range. The bar for us is to get to the point they’re no longer endangered or threatened. Then we turn management over to the states. As long as they stay above that bar they (state wildlife agencies) could manage bears any way they want to. We hope attitudes will be similar to wolves once the federal government is out of it.,2019,Recent
